conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f42541b-d3ce-44e0-acd3-443947a13bed,skill/competence,sector-specific,keep up to date on local events,,"Follow the information about upcoming events, services or activities by checking information sheets and online communication."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f49559a-6e0e-42de-aa00-590cb25758cd,skill/competence,occupation-specific,monitor crew members operating engines,,Monitor the staff that operate the engines during operations. Communicate with them in order to obtain information relevant to the general steering of the ship.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f50301e-bdb3-49ee-9b97-9f8862dc6eb1,knowledge,sector-specific,sedimentology,,"The study of sediments, namely sand, clay, and silt, and the natural processes undergone in their formation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f67f82e-73c5-4dc0-b506-8e0b1a84f614,skill/competence,cross-sector,bind wire,,"Bind cables or wire together using cable ties, conduit, cable lacing, sleeves, spot ties, cable clamps, or straps."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f6bb3be-af09-4ab4-be6f-229f86ce9c32,skill/competence,sector-specific,soak film in water,,Swell the gelatine layer on photographic film by soaking it in water.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f6cef79-026b-41cc-ad8e-a0aaf9ce72d9,skill/competence,occupation-specific,conduct aviation auditing,,Conduct inspections and carry out auditing functions in order to assess the airworthiness of aviation-related activities and performance of engineers and technicians.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f6f3d05-7b6f-4622-9082-6c355edfcb7e,knowledge,cross-sector,sports competition information,,"The information regarding latest results, competitions and events in the sporting industry."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f70572d-f0c1-4039-9954-b57dc69981f6,skill/competence,cross-sector,keep updated on innovations in various business fields,,Be informed and acquainted with innovations and trends in different industrial and business fields for application in business development.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f7756fc-d89d-41d5-93ef-85991603f4ad,skill/competence,cross-sector,manage financial risk,,"Predict and manage financial risks, and identify procedures to avoid or minimize their impact."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f783956-f734-4d56-85de-10f0c1706f8a,skill/competence,sector-specific,record customers' personal data,,Gather and record customers' personal data into the system; obtain all signatures and documents required for rental.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f78b76d-cfc6-4655-8dbb-c14a0203755b,skill/competence,sector-specific,measure the human body for wearing apparel,,Measure the human body using conventional methods by hand with the tailor meter or using scanning technologies.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f7cdd61-bb45-47e9-b7a2-9c5f42d48015,skill/competence,sector-specific,plan presence at professional events,,"Use your personal network to inform your contacts of your current and upcoming professional events, such as premieres, performances, workshops, open rehearsals, fairs, and contests. Create a calendar to plan your attendence at professional events and check financial feasibility."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f8d7116-6d80-49eb-86b1-8327aa15ac5f,skill/competence,sector-specific,use wire processing machinery,,"Be able to use wire processing machines, such as wire cutting machines, wire crimping machines, and wire stripping machines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f8f7406-f613-4247-90d4-e7d4c83df917,skill/competence,occupation-specific,hold group music therapy sessions,,"Hold music therapy sessions in groups to encourage patients to explore sound and music, taking an active role in sessions by playing, singing, improvising and listening."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f910fc9-a267-42bb-ab60-133c064acb18,skill/competence,occupation-specific,apply Steiner teaching strategies,,"Employ the (Waldorf) Steiner teaching approaches, which emphasize a balance of artistic, practical, and intellectual teaching and underline the development of social skills and spiritual values when educating students."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f95caff-98c0-46a7-ac76-1a1e992ba7c5,skill/competence,occupation-specific,conduct customer identification,,Check customer's ID and drivers licenses before renting items.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fa93d7f-8ff9-4878-9ad0-1968d75476aa,skill/competence,occupation-specific,teach design and applied arts principles,,"Instruct students in the theory and practice of applied arts and (visual) design principles, with the aim of assisting them in pursuing a future career in this field, more specifically in courses such as graphic design, landscape design, interior design, animation, and photography."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fab5e92-0530-48e3-8fd8-a482e0f68cfc,skill/competence,occupation-specific,supervise employees on operating fuel pumps,,Supervise employees activities on operating the fuel pumps and ensure the safety of their operations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7faee267-fd31-44a0-87ce-7e0382cf516f,skill/competence,cross-sector,identify purpose of analysis,,"Identify the customer's needs and select the appropriate analysis methods that will fit a specific purpose, such as quality assurance, process development or improvement, production, and scientific research."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fafdbcc-01e5-41df-b269-37dffc49c678,knowledge,cross-sector,room aesthetics,,Assessment of how different pieces of a visual design can ultimately fit together to create the intended interior and visual environment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fb43ee2-e630-4b9e-a431-9275ab30cac4,skill/competence,cross-sector,assist with funeral planning,,Aid the families of patients with terminal illnesses with issues related to the organization of the funeral.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,knowledge,cross-sector,graphic design,,The techniques to create a visual representation of ideas and messages.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fc1bae3-eb9b-4609-a374-01c2a39d827d,skill/competence,cross-sector,devise military tactics,,"Devise the strategic and tactical components of a military operation, taking into account the available equipment and assigning tasks to the different troops, and supervising the use of weapons and other battle equipment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fc1fbed-87c5-4703-af74-4722ef42b9a0,skill/competence,occupation-specific,keep records of animal inseminations,,Create and maintain records of animal inseminations including dates and other data.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fc435d9-88d1-4f4e-b4ca-b2b091aab322,skill/competence,occupation-specific,resolve banking issues,,"Contribute to the discussions and debates, and propose solutions for problems related to banking law, bank supervision, international financial transactions, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fc4c18a-68f3-425a-aadf-f83633be47a1,knowledge,sector-specific,learning technologies,,"The technologies and channels, including digital, to enhance learning."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fcbbd23-cbad-441e-8ad4-952a13759935,skill/competence,occupation-specific,repair stuffed animals,,"Consult documentation and perform the necessary tasks such replacing parts, repair fur or change the colors, to return the item back to its original condition and maintain its authenticity."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fd31729-10e9-434c-ba7c-002246b0f644,skill/competence,occupation-specific,provide legal legitimacy to the transfer of assets,,"Witness and assist on the transfer of assets, property, and goods which require the attestation of an authorized official."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fd3b5e4-8f7c-461c-8faa-203cf4b2b0fc,skill/competence,sector-specific,handle patient trauma,,"Assess the competences, needs, and limitations of people affected by trauma, referring the patients to specialized trauma services where appropriate."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7fd9f786-b13d-460e-be9d-6144a77b7a23,skill/competence,occupation-specific,install lockable devices,,"Install security locking devices, such as automatic doors, lockers and keying systems, in compliance with specifications and building safety codes and regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff1cbaf-f06c-4726-a74d-e2bc8c446f0f,skill/competence,sector-specific,assess site production potential,,Assess the production potential of a site. Assess the trophic resources of a natural site and assess advantages and constraints of a site.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff2c668-0e86-418a-a962-4958262ee337,skill/competence,cross-sector,use communication techniques,,Apply techniques of communication which allow interlocutors to better understand each other and communicate accurately in the transmission of messages.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff46b5b-bdbe-4904-95b5-cb1b2e62a77f,knowledge,sector-specific,tropical medicine,,Tropical medicine is a medical specialty mentioned in the EU Directive 2005/36/EC.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff534cd-0832-4d88-b3c4-2f0481202b71,knowledge,occupation-specific,drying methods,,"Use different methods to dry handmade paper, such as air drying, stamping, wiping, vacuum, and iron drying."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,skill/competence,sector-specific,provide information on wind turbines,,"Provide organizations and individuals searching for alternative energy methods on the cost, benefits, and negative aspects of the installation and use of wind turbines, both residential and common, and what one must take into account when considering the implementation of wind turbine technology."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ffae77a-93ce-40a3-af99-fae5729e8b15,skill/competence,sector-specific,assemble robots,,"Assemble robotic machines, devices, and components according to engineering drawings. Program and install the necessary components of robotic systems, such as robot controllers, conveyors, and end-of-arm tools."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ffb0a19-40d3-471d-8ace-ae6513b65605,skill/competence,sector-specific,insert bladders in sport balls,,Squeeze bladders made out of rubber or plastic materials such as latex or polyuethane inside the skin of the ball.
